,Id,protoform,DoT,DoS,DoF,class
0,0.0,"Among records that contribute against predicting 1 class, most of them have pcm_fftMag_spectralRollOff90_0_sma-related features at low level.",1.0,0.17333333333333334,0.2033203098945021,1
1,1.0,"Among records that contribute against predicting 1 class, most of them have pcm_fftMag_spectralRollOff90_0_sma-related features at medium level.",0.0,0.08666666666666667,0.2033203098945021,1
2,2.0,"Among records that contribute against predicting 1 class, most of them have pcm_fftMag_spectralRollOff90_0_sma-related features at high level.",0.0,0.043333333333333335,0.2033203098945021,1
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have pcm_fftMag_spectralRollOff90_0_sma-related features at low level.",0.0,0.013333333333333334,0.016555573561073875,1
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have pcm_fftMag_spectralRollOff90_0_sma-related features at medium level.",0.0,0.023333333333333334,0.016555573561073875,1
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have pcm_fftMag_spectralRollOff90_0_sma-related features at high level.",0.40915785714668373,0.016666666666666666,0.016555573561073875,1
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have pcm_fftMag_spectralRollOff90_0_sma-related features at low level.",0.0,0.3333333333333333,0.7767907832110907,1
7,7.0,"Among records that contribute positively to predicting 1 class, most of them have pcm_fftMag_spectralRollOff90_0_sma-related features at medium level.",0.0,0.5333333333333333,0.7767907832110907,1
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have pcm_fftMag_spectralRollOff90_0_sma-related features at high level.",0.33226705051294664,0.48,0.7767907832110907,1
0,0.0,"Among records that contribute against predicting 1 class, most of them have pcm_fftmag_spectralflux_sma-related features at low level.",0.3805089885644598,0.5,0.7340384746857505,1
1,1.0,"Among records that contribute against predicting 1 class, most of them have pcm_fftmag_spectralflux_sma-related features at medium level.",0.0,0.5133333333333333,0.7340384746857505,1
2,2.0,"Among records that contribute against predicting 1 class, most of them have pcm_fftmag_spectralflux_sma-related features at high level.",0.0,0.2833333333333333,0.7340384746857505,1
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have pcm_fftmag_spectralflux_sma-related features at low level.",0.0,0.0,0.06385802088731884,1
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have pcm_fftmag_spectralflux_sma-related features at medium level.",0.0,0.06,0.06385802088731884,1
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have pcm_fftmag_spectralflux_sma-related features at high level.",1.0,0.13,0.06385802088731884,1
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have pcm_fftmag_spectralflux_sma-related features at low level.",0.0,0.0,0.19877017109359738,1
7,7.0,"Among records that contribute positively to predicting 1 class, most of them have pcm_fftmag_spectralflux_sma-related features at medium level.",0.0,0.02,0.19877017109359738,1
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have pcm_fftmag_spectralflux_sma-related features at high level.",1.0,0.22333333333333333,0.19877017109359738,1
0,0.0,"Among records that contribute against predicting 1 class, most of them have pcm_fftmag_spectralcentroid_sma-related features at low level.",1.0,0.31666666666666665,0.3067837742122028,1
1,1.0,"Among records that contribute against predicting 1 class, most of them have pcm_fftmag_spectralcentroid_sma-related features at medium level.",0.0,0.07,0.3067837742122028,1
2,2.0,"Among records that contribute against predicting 1 class, most of them have pcm_fftmag_spectralcentroid_sma-related features at high level.",0.0,0.0,0.3067837742122028,1
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have pcm_fftmag_spectralcentroid_sma-related features at low level.",1.0,0.043333333333333335,0.01897218765679295,1
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have pcm_fftmag_spectralcentroid_sma-related features at medium level.",0.0,0.04,0.01897218765679295,1
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have pcm_fftmag_spectralcentroid_sma-related features at high level.",0.0,0.0,0.01897218765679295,1
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have pcm_fftmag_spectralcentroid_sma-related features at low level.",0.0,0.18333333333333332,0.670910704797671,1
7,7.0,"Among records that contribute positively to predicting 1 class, most of them have pcm_fftmag_spectralcentroid_sma-related features at medium level.",0.0,0.43333333333333335,0.670910704797671,1
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have pcm_fftmag_spectralcentroid_sma-related features at high level.",0.718140492106908,0.49333333333333335,0.670910704797671,1
0,0.0,"Among records that contribute against predicting 1 class, most of them have pcm_fftmag_spectralmaxpos_sma-related features at low level.",0.0,0.15666666666666668,0.3918292448863648,1
1,1.0,"Among records that contribute against predicting 1 class, most of them have pcm_fftmag_spectralmaxpos_sma-related features at medium level.",0.0,0.19333333333333333,0.3918292448863648,1
2,2.0,"Among records that contribute against predicting 1 class, most of them have pcm_fftmag_spectralmaxpos_sma-related features at high level.",0.8979697953029155,0.37333333333333335,0.3918292448863648,1
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have pcm_fftmag_spectralmaxpos_sma-related features at low level.",0.0,0.013333333333333334,0.026610645138386083,1
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have pcm_fftmag_spectralmaxpos_sma-related features at medium level.",0.0,0.023333333333333334,0.026610645138386083,1
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have pcm_fftmag_spectralmaxpos_sma-related features at high level.",1.0,0.043333333333333335,0.026610645138386083,1
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have pcm_fftmag_spectralmaxpos_sma-related features at low level.",0.6924430869725396,0.5333333333333333,0.5782267766419158,1
7,7.0,"Among records that contribute positively to predicting 1 class, most of them have pcm_fftmag_spectralmaxpos_sma-related features at medium level.",0.0,0.3233333333333333,0.5782267766419158,1
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have pcm_fftmag_spectralmaxpos_sma-related features at high level.",0.0,0.23333333333333334,0.5782267766419158,1
0,0.0,"Among records that contribute against predicting 1 class, most of them have pcm_fftmag_spectralminpos_sma-related features at low level.",0.0,0.17666666666666667,0.6461757583036266,1
1,1.0,"Among records that contribute against predicting 1 class, most of them have pcm_fftmag_spectralminpos_sma-related features at medium level.",0.0,0.42,0.6461757583036266,1
2,2.0,"Among records that contribute against predicting 1 class, most of them have pcm_fftmag_spectralminpos_sma-related features at high level.",0.713890384253767,0.49666666666666665,0.6461757583036266,1
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have pcm_fftmag_spectralminpos_sma-related features at low level.",1.0,0.08333333333333333,0.034646366375679506,1
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have pcm_fftmag_spectralminpos_sma-related features at medium level.",1.0,0.08666666666666667,0.034646366375679506,1
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have pcm_fftmag_spectralminpos_sma-related features at high level.",0.0,0.0033333333333333335,0.034646366375679506,1
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have pcm_fftmag_spectralminpos_sma-related features at low level.",1.0,0.32666666666666666,0.3125112086540271,1
7,7.0,"Among records that contribute positively to predicting 1 class, most of them have pcm_fftmag_spectralminpos_sma-related features at medium level.",0.0,0.10333333333333333,0.3125112086540271,1
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have pcm_fftmag_spectralminpos_sma-related features at high level.",0.0,0.0,0.3125112086540271,1
0,0.0,"Among records that contribute against predicting 1 class, most of them have f0final_sma-related features at low level.",1.0,0.48,0.5544368341335822,1
1,1.0,"Among records that contribute against predicting 1 class, most of them have f0final_sma-related features at medium level.",0.0,0.3433333333333333,0.5544368341335822,1
2,2.0,"Among records that contribute against predicting 1 class, most of them have f0final_sma-related features at high level.",0.0,0.08,0.5544368341335822,1
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have f0final_sma-related features at low level.",0.0,0.006666666666666667,0.008103079823778085,1
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have f0final_sma-related features at medium level.",1.0,0.016666666666666666,0.008103079823778085,1
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have f0final_sma-related features at high level.",0.0,0.01,0.008103079823778085,1
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have f0final_sma-related features at low level.",0.0,0.016666666666666666,0.43412675270930623,1
7,7.0,"Among records that contribute positively to predicting 1 class, most of them have f0final_sma-related features at medium level.",0.0,0.2,0.43412675270930623,1
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have f0final_sma-related features at high level.",1.0,0.4166666666666667,0.43412675270930623,1
0,0.0,"Among records that contribute against predicting 1 class, most of them have voicingfinalunclipped_sma-related features at low level.",0.7930179524961092,0.81,0.91,1
1,1.0,"Among records that contribute against predicting 1 class, most of them have voicingfinalunclipped_sma-related features at medium level.",0.0,0.0,0.91,1
2,2.0,"Among records that contribute against predicting 1 class, most of them have voicingfinalunclipped_sma-related features at high level.",0.0,0.7466666666666667,0.91,1
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have voicingfinalunclipped_sma-related features at low level.",0.0,0.0,0.0,1
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have voicingfinalunclipped_sma-related features at medium level.",0.0,0.0,0.0,1
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have voicingfinalunclipped_sma-related features at high level.",0.0,0.0,0.0,1
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have voicingfinalunclipped_sma-related features at low level.",1.0,0.07,0.08666666666666667,1
7,7.0,"Among records that contribute positively to predicting 1 class, most of them have voicingfinalunclipped_sma-related features at medium level.",0.0,0.0,0.08666666666666667,1
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have voicingfinalunclipped_sma-related features at high level.",0.0,0.05,0.08666666666666667,1
0,0.0,"Among records that contribute against predicting 1 class, most of them have jitterlocal_sma-related features at low level.",0.0,0.7733333333333333,0.854188079061758,1
1,1.0,"Among records that contribute against predicting 1 class, most of them have jitterlocal_sma-related features at medium level.",0.0,0.0,0.854188079061758,1
2,2.0,"Among records that contribute against predicting 1 class, most of them have jitterlocal_sma-related features at high level.",0.6294394440276331,0.73,0.854188079061758,1
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have jitterlocal_sma-related features at low level.",0.0,0.04,0.027245955416861662,1
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have jitterlocal_sma-related features at medium level.",0.0,0.0,0.027245955416861662,1
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have jitterlocal_sma-related features at high level.",1.0,0.043333333333333335,0.027245955416861662,1
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have jitterlocal_sma-related features at low level.",0.0,0.07666666666666666,0.11523263218804701,1
7,7.0,"Among records that contribute positively to predicting 1 class, most of them have jitterlocal_sma-related features at medium level.",0.0,0.0,0.11523263218804701,1
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have jitterlocal_sma-related features at high level.",1.0,0.12333333333333334,0.11523263218804701,1
0,0.0,"Among records that contribute against predicting 1 class, most of them have jitterddp_sma-related features at low level.",0.0,0.76,0.8763138100861867,1
1,1.0,"Among records that contribute against predicting 1 class, most of them have jitterddp_sma-related features at medium level.",0.0,0.0,0.8763138100861867,1
2,2.0,"Among records that contribute against predicting 1 class, most of them have jitterddp_sma-related features at high level.",1.0,0.75,0.8763138100861867,1
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have jitterddp_sma-related features at low level.",0.0,0.02,0.013334533396029953,1
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have jitterddp_sma-related features at medium level.",0.0,0.0,0.013334533396029953,1
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have jitterddp_sma-related features at high level.",1.0,0.023333333333333334,0.013334533396029953,1
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have jitterddp_sma-related features at low level.",0.0,0.10666666666666667,0.10701832318444979,1
7,7.0,"Among records that contribute positively to predicting 1 class, most of them have jitterddp_sma-related features at medium level.",0.0,0.0,0.10701832318444979,1
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have jitterddp_sma-related features at high level.",0.704868381633217,0.08666666666666667,0.10701832318444979,1
0,0.0,"Among records that contribute against predicting 1 class, most of them have shimmerlocal_sma-related features at low level.",0.0,0.6366666666666667,0.6654933716915473,1
1,1.0,"Among records that contribute against predicting 1 class, most of them have shimmerlocal_sma-related features at medium level.",0.0,0.45666666666666667,0.6654933716915473,1
2,2.0,"Among records that contribute against predicting 1 class, most of them have shimmerlocal_sma-related features at high level.",0.0,0.4166666666666667,0.6654933716915473,1
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have shimmerlocal_sma-related features at low level.",0.0,0.03666666666666667,0.025358004129472908,1
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have shimmerlocal_sma-related features at medium level.",0.9993407413885249,0.03333333333333333,0.025358004129472908,1
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have shimmerlocal_sma-related features at high level.",0.0,0.03333333333333333,0.025358004129472908,1
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have shimmerlocal_sma-related features at low level.",0.0,0.24,0.3058152908456464,1
7,7.0,"Among records that contribute positively to predicting 1 class, most of them have shimmerlocal_sma-related features at medium level.",0.0,0.19333333333333333,0.3058152908456464,1
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have shimmerlocal_sma-related features at high level.",0.0,0.25666666666666665,0.3058152908456464,1
0,0.0,"Among records that contribute against predicting 1 class, most of them have loghnr_sma-related features at low level.",0.0,0.056666666666666664,0.5466666666666666,1
1,1.0,"Among records that contribute against predicting 1 class, most of them have loghnr_sma-related features at medium level.",0.0,0.3,0.5466666666666666,1
2,2.0,"Among records that contribute against predicting 1 class, most of them have loghnr_sma-related features at high level.",1.0,0.49666666666666665,0.5466666666666666,1
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have loghnr_sma-related features at low level.",0.0,0.0,0.0,1
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have loghnr_sma-related features at medium level.",0.0,0.0,0.0,1
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have loghnr_sma-related features at high level.",0.0,0.0,0.0,1
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have loghnr_sma-related features at low level.",1.0,0.45,0.45,1
7,7.0,"Among records that contribute positively to predicting 1 class, most of them have loghnr_sma-related features at medium level.",0.0,0.2,0.45,1
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have loghnr_sma-related features at high level.",0.0,0.0,0.45,1
0,0.0,"Among records that contribute against predicting 1 class, most of them have audspec_lengthl1norm_sma-related features at low level.",0.0,0.25,0.6631689097646556,1
1,1.0,"Among records that contribute against predicting 1 class, most of them have audspec_lengthl1norm_sma-related features at medium level.",0.0,0.4166666666666667,0.6631689097646556,1
2,2.0,"Among records that contribute against predicting 1 class, most of them have audspec_lengthl1norm_sma-related features at high level.",0.0,0.45,0.6631689097646556,1
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have audspec_lengthl1norm_sma-related features at low level.",0.0,0.006666666666666667,0.052229751078779536,1
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have audspec_lengthl1norm_sma-related features at medium level.",0.0,0.043333333333333335,0.052229751078779536,1
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have audspec_lengthl1norm_sma-related features at high level.",1.0,0.08333333333333333,0.052229751078779536,1
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have audspec_lengthl1norm_sma-related features at low level.",1.0,0.24666666666666667,0.2812680058232314,1
7,7.0,"Among records that contribute positively to predicting 1 class, most of them have audspec_lengthl1norm_sma-related features at medium level.",0.0,0.09333333333333334,0.2812680058232314,1
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have audspec_lengthl1norm_sma-related features at high level.",0.0,0.05,0.2812680058232314,1
0,0.0,"Among records that contribute against predicting 1 class, most of them have audspecrasta_lengthl1norm_sma-related features at low level.",0.0,0.5266666666666666,0.7150827865258363,1
1,1.0,"Among records that contribute against predicting 1 class, most of them have audspecrasta_lengthl1norm_sma-related features at medium level.",0.0,0.47333333333333333,0.7150827865258363,1
2,2.0,"Among records that contribute against predicting 1 class, most of them have audspecrasta_lengthl1norm_sma-related features at high level.",0.0,0.5733333333333334,0.7150827865258363,1
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have audspecrasta_lengthl1norm_sma-related features at low level.",0.0,0.056666666666666664,0.04534819539336059,1
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have audspecrasta_lengthl1norm_sma-related features at medium level.",0.7493305196121838,0.056666666666666664,0.04534819539336059,1
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have audspecrasta_lengthl1norm_sma-related features at high level.",0.0,0.08,0.04534819539336059,1
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have audspecrasta_lengthl1norm_sma-related features at low level.",0.0,0.17,0.23623568474746975,1
7,7.0,"Among records that contribute positively to predicting 1 class, most of them have audspecrasta_lengthl1norm_sma-related features at medium level.",0.0,0.07333333333333333,0.23623568474746975,1
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have audspecrasta_lengthl1norm_sma-related features at high level.",0.0,0.14,0.23623568474746975,1
0,0.0,"Among records that contribute against predicting 1 class, most of them have pcm_rmsenergy_sma-related features at low level.",0.0,0.5066666666666667,0.766297566690558,1
1,1.0,"Among records that contribute against predicting 1 class, most of them have pcm_rmsenergy_sma-related features at medium level.",0.0,0.5266666666666666,0.766297566690558,1
2,2.0,"Among records that contribute against predicting 1 class, most of them have pcm_rmsenergy_sma-related features at high level.",0.0,0.31,0.766297566690558,1
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have pcm_rmsenergy_sma-related features at low level.",0.0,0.0,0.06934103621388361,1
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have pcm_rmsenergy_sma-related features at medium level.",0.0,0.04,0.06934103621388361,1
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have pcm_rmsenergy_sma-related features at high level.",1.0,0.14666666666666667,0.06934103621388361,1
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have pcm_rmsenergy_sma-related features at low level.",0.0,0.0,0.16102806376222473,1
7,7.0,"Among records that contribute positively to predicting 1 class, most of them have pcm_rmsenergy_sma-related features at medium level.",0.0,0.0,0.16102806376222473,1
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have pcm_rmsenergy_sma-related features at high level.",1.0,0.18666666666666668,0.16102806376222473,1
0,0.0,"Among records that contribute against predicting 1 class, most of them have audSpec_Rfilt_sma_compare_0_-related features at low level.",0.0,0.39666666666666667,0.6071092321413019,1
1,1.0,"Among records that contribute against predicting 1 class, most of them have audSpec_Rfilt_sma_compare_0_-related features at medium level.",0.0,0.38,0.6071092321413019,1
2,2.0,"Among records that contribute against predicting 1 class, most of them have audSpec_Rfilt_sma_compare_0_-related features at high level.",0.0,0.5733333333333334,0.6071092321413019,1
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_0_-related features at low level.",1.0,0.16666666666666666,0.09553704911549205,1
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_0_-related features at medium level.",1.0,0.15666666666666668,0.09553704911549205,1
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_0_-related features at high level.",0.0,0.17,0.09553704911549205,1
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_0_-related features at low level.",1.0,0.30333333333333334,0.2940203854098728,1
7,7.0,"Among records that contribute positively to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_0_-related features at medium level.",0.0,0.18333333333333332,0.2940203854098728,1
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_0_-related features at high level.",0.0,0.20666666666666667,0.2940203854098728,1
0,0.0,"Among records that contribute against predicting 1 class, most of them have audSpec_Rfilt_sma_compare_1_-related features at low level.",0.0,0.43666666666666665,0.6422806752608413,1
1,1.0,"Among records that contribute against predicting 1 class, most of them have audSpec_Rfilt_sma_compare_1_-related features at medium level.",0.0,0.45666666666666667,0.6422806752608413,1
2,2.0,"Among records that contribute against predicting 1 class, most of them have audSpec_Rfilt_sma_compare_1_-related features at high level.",0.0,0.6033333333333334,0.6422806752608413,1
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_1_-related features at low level.",0.0,0.11,0.1025993149859247,1
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_1_-related features at medium level.",0.7677604202715007,0.13666666666666666,0.1025993149859247,1
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_1_-related features at high level.",0.0,0.17666666666666667,0.1025993149859247,1
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_1_-related features at low level.",0.0,0.24,0.2517866764199007,1
7,7.0,"Among records that contribute positively to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_1_-related features at medium level.",0.0,0.18,0.2517866764199007,1
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_1_-related features at high level.",0.0,0.21333333333333335,0.2517866764199007,1
0,0.0,"Among records that contribute against predicting 1 class, most of them have audSpec_Rfilt_sma_compare_2_-related features at low level.",0.9535186650913088,0.7,0.6729869913230264,1
1,1.0,"Among records that contribute against predicting 1 class, most of them have audSpec_Rfilt_sma_compare_2_-related features at medium level.",0.0,0.49333333333333335,0.6729869913230264,1
2,2.0,"Among records that contribute against predicting 1 class, most of them have audSpec_Rfilt_sma_compare_2_-related features at high level.",0.0,0.24666666666666667,0.6729869913230264,1
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_2_-related features at low level.",0.0,0.16,0.07661646623398477,1
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_2_-related features at medium level.",1.0,0.16,0.07661646623398477,1
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_2_-related features at high level.",1.0,0.16333333333333333,0.07661646623398477,1
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_2_-related features at low level.",0.0,0.09333333333333334,0.2470632091096556,1
7,7.0,"Among records that contribute positively to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_2_-related features at medium level.",0.0,0.09333333333333334,0.2470632091096556,1
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_2_-related features at high level.",1.0,0.2733333333333333,0.2470632091096556,1
0,0.0,"Among records that contribute against predicting 1 class, most of them have audSpec_Rfilt_sma_compare_3_-related features at low level.",0.0,0.6233333333333333,0.693684512886988,1
1,1.0,"Among records that contribute against predicting 1 class, most of them have audSpec_Rfilt_sma_compare_3_-related features at medium level.",0.0,0.0,0.693684512886988,1
2,2.0,"Among records that contribute against predicting 1 class, most of them have audSpec_Rfilt_sma_compare_3_-related features at high level.",1.0,0.5966666666666667,0.693684512886988,1
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_3_-related features at low level.",0.0,0.11333333333333333,0.08148349788595098,1
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_3_-related features at medium level.",0.0,0.0,0.08148349788595098,1
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_3_-related features at high level.",1.0,0.13666666666666666,0.08148349788595098,1
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_3_-related features at low level.",0.0,0.13333333333333333,0.22149865589372789,1
7,7.0,"Among records that contribute positively to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_3_-related features at medium level.",0.0,0.0,0.22149865589372789,1
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_3_-related features at high level.",1.0,0.20333333333333334,0.22149865589372789,1
0,0.0,"Among records that contribute against predicting 1 class, most of them have audSpec_Rfilt_sma_compare_4_-related features at low level.",0.022967800697201172,0.6033333333333334,0.6950235193927788,1
1,1.0,"Among records that contribute against predicting 1 class, most of them have audSpec_Rfilt_sma_compare_4_-related features at medium level.",0.0,0.47,0.6950235193927788,1
2,2.0,"Among records that contribute against predicting 1 class, most of them have audSpec_Rfilt_sma_compare_4_-related features at high level.",0.0,0.33,0.6950235193927788,1
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_4_-related features at low level.",0.0,0.023333333333333334,0.06889841160447628,1
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_4_-related features at medium level.",0.0,0.12,0.06889841160447628,1
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_4_-related features at high level.",1.0,0.15,0.06889841160447628,1
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_4_-related features at low level.",0.0,0.006666666666666667,0.23274473566941148,1
7,7.0,"Among records that contribute positively to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_4_-related features at medium level.",0.0,0.04,0.23274473566941148,1
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_4_-related features at high level.",1.0,0.25333333333333335,0.23274473566941148,1
0,0.0,"Among records that contribute against predicting 1 class, most of them have audSpec_Rfilt_sma_compare_5_-related features at low level.",0.0,0.63,0.7026193537152762,1
1,1.0,"Among records that contribute against predicting 1 class, most of them have audSpec_Rfilt_sma_compare_5_-related features at medium level.",0.0,0.4766666666666667,0.7026193537152762,1
2,2.0,"Among records that contribute against predicting 1 class, most of them have audSpec_Rfilt_sma_compare_5_-related features at high level.",0.0,0.36,0.7026193537152762,1
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_5_-related features at low level.",0.0,0.04,0.05781215848209751,1
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_5_-related features at medium level.",0.0,0.07333333333333333,0.05781215848209751,1
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_5_-related features at high level.",1.0,0.11,0.05781215848209751,1
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_5_-related features at low level.",0.0,0.03666666666666667,0.23623515446929302,1
7,7.0,"Among records that contribute positively to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_5_-related features at medium level.",0.0,0.06333333333333334,0.23623515446929302,1
8,8.0,"Among records that contribute positively to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_5_-related features at high level.",1.0,0.2633333333333333,0.23623515446929302,1
0,0.0,"Among records that contribute against predicting 1 class, most of them have audSpec_Rfilt_sma_compare_6_-related features at low level.",0.0,0.6666666666666666,0.7165763945103122,1
1,1.0,"Among records that contribute against predicting 1 class, most of them have audSpec_Rfilt_sma_compare_6_-related features at medium level.",0.0,0.4666666666666667,0.7165763945103122,1
2,2.0,"Among records that contribute against predicting 1 class, most of them have audSpec_Rfilt_sma_compare_6_-related features at high level.",0.0,0.41333333333333333,0.7165763945103122,1
3,3.0,"Among records that contribute around zero to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_6_-related features at low level.",0.0,0.07333333333333333,0.055049211982414255,1
4,4.0,"Among records that contribute around zero to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_6_-related features at medium level.",0.67600206086338,0.08666666666666667,0.055049211982414255,1
5,5.0,"Among records that contribute around zero to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_6_-related features at high level.",0.4763405027952806,0.11333333333333333,0.055049211982414255,1
6,6.0,"Among records that contribute positively to predicting 1 class, most of them have audSpec_Rfilt_sma_compare_6_-related features at low level.",0.0,0.05333333333333334,0.22504106017394027,1
